BHID,FROM,TO,LITHO_DESC,lithoID
17845,56.32,58,Intermediate to Ultramafic Volcanics,5
17845,58,60.83,Early Diorite,2
17845,60.83,72.48,Early Diorite,2
17845,72.48,76.99,Early Diorite,2
17846,0,13.95,Casing,1
17846,13.95,29.07,Early Diorite,2
17846,29.07,29.74,Intermediate to Ultramafic Volcanics,5
17846,29.74,33.55,Early Diorite,2
17846,33.55,36.45,Intermediate to Ultramafic Volcanics,5
17846,36.45,40.84,Early Diorite,2
17846,40.84,44.07,Felsic to Intermediate Dykes,3
17846,44.07,44.65,Early Diorite,2
17846,44.65,47.15,Felsic to Intermediate Dykes,3
17846,47.15,50.29,Shear Zone,4
17846,50.29,66.14,Early Diorite,2
17846,66.14,69.73,Felsic to Intermediate Dykes,3
17846,69.73,76.99,Early Diorite,2
17847,0,2.74,Casing,1
17847,2.74,26.39,Intermediate to Ultramafic Volcanics,5
17847,26.39,27.67,Shear Zone,4
17847,27.67,31.21,Felsic to Intermediate Dykes,3
17847,31.21,35.6,Intermediate to Ultramafic Volcanics,5
17847,35.6,36.81,Early Diorite,2
17847,36.81,38.06,Felsic to Intermediate Dykes,3
17847,38.06,47.24,Early Diorite,2
17847,47.24,53.7,Felsic to Intermediate Dykes,3
17847,53.7,75.19,Early Diorite,2
17847,75.19,79.24,Felsic to Intermediate Dykes,3
17847,79.24,80.52,Early Diorite,2
17847,80.52,81.38,Felsic to Intermediate Dykes,3
17847,81.38,88.02,Early Diorite,2
17847,88.02,91.74,Intermediate to Ultramafic Volcanics,5
17856,0,9.14,Casing,1
17856,9.14,18.07,Intermediate to Ultramafic Volcanics,5
17856,18.07,18.59,Early Diorite,2
17856,18.59,19.01,Felsic to Intermediate Dykes,3
17856,19.01,24.01,Early Diorite,2
17856,24.01,31.3,Intermediate to Ultramafic Volcanics,5
17856,31.3,32.91,Early Diorite,2
17856,32.91,40.35,Intermediate to Ultramafic Volcanics,5
17856,40.35,43.76,Shear Zone,4
17856,43.76,47.42,Intermediate to Ultramafic Volcanics,5
17856,47.42,57.15,Early Diorite,2
17856,57.15,59.58,Intermediate to Ultramafic Volcanics,5
17856,59.58,72.39,Early Diorite,2
17856,72.39,77.99,Felsic to Intermediate Dykes,3
17881,0,6.88,Casing,1
17881,6.88,11.97,Indifferenciated Tuffs,6
17881,11.97,21.42,Intermediate to Ultramafic Volcanics,5
17881,21.42,33.22,Indifferenciated Tuffs,6
17881,33.22,33.86,Indifferenciated Tuffs,6
17881,33.86,34.74,Intermediate to Ultramafic Volcanics,5
17881,34.74,35.11,Indifferenciated Tuffs,6
17881,35.11,36.27,Intermediate to Ultramafic Volcanics,5
17881,36.27,38.25,Indifferenciated Tuffs,6
17881,38.25,39.19,Intermediate to Ultramafic Volcanics,5
17881,39.19,39.5,Indifferenciated Tuffs,6
17881,39.5,41.08,Intermediate to Ultramafic Volcanics,5
17881,41.08,45.26,Felsic to Intermediate Dykes,3
17881,45.26,49.53,Intermediate to Ultramafic Volcanics,5
17881,49.53,51.57,Felsic to Intermediate Dykes,3
17881,51.57,62.69,Intermediate to Ultramafic Volcanics,5
17881,62.69,69.03,Shear Zone,4
17881,69.03,72.57,Intermediate to Ultramafic Volcanics,5
17881,72.57,74.76,Felsic to Intermediate Dykes,3
17881,74.76,80.01,Intermediate to Ultramafic Volcanics,5
17882,0,11.88,Casing,1
17882,11.88,17.55,Intermediate to Ultramafic Volcanics,5
17882,17.55,27.67,Indifferenciated Tuffs,6
17882,27.67,34.8,Intermediate to Ultramafic Volcanics,5
17882,34.8,35.96,Shear Zone,4
17882,35.96,40.81,Felsic to Intermediate Dykes,3
17882,40.81,53.7,Intermediate to Ultramafic Volcanics,5
17882,53.7,57.85,Felsic to Intermediate Dykes,3
17882,57.85,66.35,Intermediate to Ultramafic Volcanics,5
17882,66.35,72.35,Felsic to Intermediate Dykes,3
17882,72.35,75.77,Shear Zone,4
17882,75.77,94.27,Intermediate to Ultramafic Volcanics,5
17882,94.27,96.62,Felsic to Intermediate Dykes,3
17882,96.62,98.99,Intermediate to Ultramafic Volcanics,5
17883,0,5.69,Casing,1
17883,5.69,6.27,Felsic to Intermediate Dykes,3
17883,6.27,9.6,Intermediate to Ultramafic Volcanics,5
17883,9.6,12.98,Felsic to Intermediate Dykes,3
17883,12.98,17.37,Early Diorite,2
17883,17.37,21.94,Intermediate to Ultramafic Volcanics,5
17883,21.94,27.98,Felsic to Intermediate Dykes,3
17883,27.98,29.38,Shear Zone,4
17883,29.38,31.08,Felsic to Intermediate Dykes,3
17883,31.08,42.03,Intermediate to Ultramafic Volcanics,5
17883,42.03,43.03,Felsic to Intermediate Dykes,3
17883,43.03,43.7,Intermediate to Ultramafic Volcanics,5
17883,43.7,45.17,Felsic to Intermediate Dykes,3
17883,45.17,50.77,Intermediate to Ultramafic Volcanics,5
17883,50.77,53.27,Felsic to Intermediate Dykes,3
17883,53.27,53.58,Intermediate to Ultramafic Volcanics,5
17883,53.58,53.88,Felsic to Intermediate Dykes,3
17883,53.88,62.11,Intermediate to Ultramafic Volcanics,5
17884,0,11.88,Casing,1
17884,11.88,20.66,Intermediate to Ultramafic Volcanics,5
17884,20.66,23.16,Early Diorite,2
17884,23.16,28.19,Felsic to Intermediate Dykes,3
17884,28.19,48.18,Early Diorite,2
17884,48.18,58.61,Intermediate to Ultramafic Volcanics,5
17884,58.61,62.57,Felsic to Intermediate Dykes,3
17884,62.57,64.28,Shear Zone,4
17884,64.28,64.77,Felsic to Intermediate Dykes,3
17884,64.77,66.2,Shear Zone,4
17884,66.2,82.23,Intermediate to Ultramafic Volcanics,5
17884,82.23,83.45,Felsic to Intermediate Dykes,3
17884,83.45,94.64,Intermediate to Ultramafic Volcanics,5
17884,94.64,95.18,Felsic to Intermediate Dykes,3
17884,95.18,95.76,Intermediate to Ultramafic Volcanics,5
17884,95.76,97.32,Felsic to Intermediate Dykes,3
17884,97.32,104.66,Intermediate to Ultramafic Volcanics,5
17884,104.66,106.86,Felsic to Intermediate Dykes,3
17884,106.86,107.99,Intermediate to Ultramafic Volcanics,5
17885,0,8.83,Casing,1
17885,8.83,13.83,Early Diorite,2
17885,13.83,14.2,Intermediate to Ultramafic Volcanics,5
17885,14.2,14.75,Early Diorite,2
17885,14.75,24.47,Intermediate to Ultramafic Volcanics,5
17885,24.47,30.14,Felsic to Intermediate Dykes,3
17885,30.14,37.76,Indifferenciated Tuffs,6
17885,37.76,41.05,Felsic to Intermediate Dykes,3
17885,41.05,41.69,Indifferenciated Tuffs,6
17885,41.69,48.64,Shear Zone,4
17885,48.64,49.77,Intermediate to Ultramafic Volcanics,5
17885,49.77,50.9,Felsic to Intermediate Dykes,3
17885,50.9,51.96,Intermediate to Ultramafic Volcanics,5
17885,51.96,52.91,Felsic to Intermediate Dykes,3
17885,52.91,60.22,Intermediate to Ultramafic Volcanics,5
17885,60.22,76.2,Indifferenciated Tuffs,6
17885,76.2,79.55,Intermediate to Ultramafic Volcanics,5
17886,0,14.32,Casing,1
17886,14.32,15.48,Felsic to Intermediate Dykes,3
17886,15.48,20.93,Early Diorite,2
17886,20.93,21.36,Felsic to Intermediate Dykes,3
17886,21.36,21.73,Early Diorite,2
17886,21.73,23.8,Felsic to Intermediate Dykes,3
17886,23.8,24.47,Shear Zone,4
17886,24.47,34.13,Intermediate to Ultramafic Volcanics,5
17886,34.13,34.53,Felsic to Intermediate Dykes,3
17886,34.53,35.93,Intermediate to Ultramafic Volcanics,5
17886,35.93,36.51,Felsic to Intermediate Dykes,3
17886,36.51,54.71,Intermediate to Ultramafic Volcanics,5
17886,54.71,56.14,Felsic to Intermediate Dykes,3
17886,56.14,57.82,Intermediate to Ultramafic Volcanics,5
17886,57.82,58.91,Felsic to Intermediate Dykes,3
17886,58.91,61.99,Intermediate to Ultramafic Volcanics,5
17890,0,8.38,Casing,1
17890,8.38,27.18,Early Diorite,2
17890,27.18,33.46,Intermediate to Ultramafic Volcanics,5
17890,33.46,36.88,Felsic to Intermediate Dykes,3
17890,36.88,39.59,Shear Zone,4
17890,39.59,55.62,Early Diorite,2
17890,55.62,60.31,Felsic to Intermediate Dykes,3
17890,60.31,60.96,Early Diorite,2
17891,0,16.73,Casing,1
17891,16.73,19.2,Granodiorite,11
17891,19.2,29.53,Intermediate to Ultramafic Volcanics,5
17891,29.53,38.4,Felsic to Intermediate Dykes,3
17891,38.4,65.56,Intermediate to Ultramafic Volcanics,5
17891,65.56,70.5,Felsic to Intermediate Dykes,3
17891,70.5,74.09,Granodiorite,11
17891,74.09,75.1,Felsic to Intermediate Dykes,3
17891,75.1,76.04,Shear Zone,4
17891,76.04,77.48,Felsic to Intermediate Dykes,3
17891,77.48,81.83,Intermediate to Ultramafic Volcanics,5
17891,81.83,91.07,Granodiorite,11
17891,91.07,91.89,Felsic to Intermediate Dykes,3
17891,91.89,105,Granodiorite,11
17892,0,15.48,Casing,1
17892,15.48,21.97,Intermediate to Ultramafic Volcanics,5
17892,21.97,25.66,Diorite,2
17892,25.66,31.08,Felsic to Intermediate Dykes,3
17892,31.08,32.46,Diorite,2
17892,32.46,36.88,Intermediate to Ultramafic Volcanics,5
17892,36.88,39.28,Felsic to Intermediate Dykes,3
17892,39.28,52.15,Intermediate to Ultramafic Volcanics,5
17892,52.15,52.48,Felsic to Intermediate Dykes,3
17892,52.48,63,Intermediate to Ultramafic Volcanics,5
17893,0,13.1,Casing,1
17893,13.1,24.68,Intermediate to Ultramafic Volcanics,5
17893,24.68,33.04,Intermediate to Ultramafic Volcanics,5
17893,33.04,34.62,Early Diorite,2
17893,34.62,42.79,Intermediate to Ultramafic Volcanics,5
17893,42.79,46.17,Intermediate to Ultramafic Volcanics,5
17893,46.17,56.17,Intermediate to Ultramafic Volcanics,5
17893,56.17,60.68,Felsic to Intermediate Dykes,3
17893,60.68,61.99,Intermediate to Ultramafic Volcanics,5
17894,0,15.02,Casing,1
17894,15.02,20.2,Intermediate to Ultramafic Volcanics,5
17894,20.2,29.71,Early Diorite,2
17894,29.71,33.16,Intermediate to Ultramafic Volcanics,5
17894,33.16,35.81,Intermediate to Ultramafic Volcanics,5
17894,35.81,41.72,Intermediate to Ultramafic Volcanics,5
17894,41.72,46.32,Felsic to Intermediate Dykes,3
17894,46.32,62.51,Intermediate to Ultramafic Volcanics,5
17894,62.51,71.53,Intermediate to Ultramafic Volcanics,5
17894,71.53,72.57,Early Diorite,2
17894,72.57,73.91,Intermediate to Ultramafic Volcanics,5
17894,73.91,74.91,Felsic to Intermediate Dykes,3
17894,74.91,79.79,Intermediate to Ultramafic Volcanics,5
17894,79.79,85.61,Felsic to Intermediate Dykes,3
17894,85.61,85.95,Intermediate to Ultramafic Volcanics,5
17894,85.95,86.25,Felsic to Intermediate Dykes,3
17894,86.25,87.35,Intermediate to Ultramafic Volcanics,5
17894,87.35,89.61,Felsic to Intermediate Dykes,3
17895,0,11.88,Casing,1
17895,11.88,13.83,Intermediate to Ultramafic Volcanics,5
17895,13.83,17.67,Felsic to Intermediate Dykes,3
17895,17.67,19.72,Indifferenciated Tuffs,6
17895,19.72,24.14,Intermediate to Ultramafic Volcanics,5
17895,24.14,32.7,Indifferenciated Tuffs,6
17895,32.7,33.46,Shear Zone,4
17895,33.46,36.05,Felsic to Intermediate Dykes,3
17895,36.05,48.03,Intermediate to Ultramafic Volcanics,5
17895,48.03,48.61,Felsic to Intermediate Dykes,3
17895,48.61,76.5,Intermediate to Ultramafic Volcanics,5
17896,0,13.53,Casing,1
17896,13.53,29.74,Intermediate to Ultramafic Volcanics,5
17896,29.74,31.24,Intermediate to Ultramafic Volcanics,5
17896,31.24,34.22,Intermediate to Ultramafic Volcanics,5
17896,34.22,35.9,Intermediate to Ultramafic Volcanics,5
17896,35.9,36.33,Intermediate to Ultramafic Volcanics,5
17896,36.33,36.85,Intermediate to Ultramafic Volcanics,5
17896,36.85,38.37,Intermediate to Ultramafic Volcanics,5
17896,38.37,38.74,Intermediate to Ultramafic Volcanics,5
17896,38.74,42.97,Intermediate to Ultramafic Volcanics,5
17896,42.97,44.01,Intermediate to Ultramafic Volcanics,5
17896,44.01,44.98,Diorite,2
17896,44.98,48.03,Intermediate to Ultramafic Volcanics,5
17896,48.03,50.56,Felsic to Intermediate Dykes,3
17896,50.56,52.79,Intermediate to Ultramafic Volcanics,5
17896,52.79,53.76,Granodiorite,11
17896,53.76,62.17,Intermediate to Ultramafic Volcanics,5
17896,62.17,63.39,Intermediate to Ultramafic Volcanics,5
17896,63.39,64.61,Intermediate to Ultramafic Volcanics,5
17896,64.61,65.07,Intermediate to Ultramafic Volcanics,5
17896,65.07,66.99,Intermediate to Ultramafic Volcanics,5
17896,66.99,68.39,Intermediate to Ultramafic Volcanics,5
17896,68.39,68.88,Intermediate to Ultramafic Volcanics,5
17896,68.88,69.92,Intermediate to Ultramafic Volcanics,5
17896,69.92,74.73,Intermediate to Ultramafic Volcanics,5
17896,74.73,75.19,Intermediate to Ultramafic Volcanics,5
17896,75.19,75.59,Intermediate to Ultramafic Volcanics,5
17896,75.59,77.41,Intermediate to Ultramafic Volcanics,5
17897,0,21.94,Casing,1
17897,21.94,23.53,Felsic to Intermediate Dykes,3
17897,23.53,32.3,Early Diorite,2
17897,32.3,33.95,Felsic to Intermediate Dykes,3
17897,33.95,34.71,Early Diorite,2
17897,34.71,35.29,Felsic to Intermediate Dykes,3
17897,35.29,41.51,Early Diorite,2
17897,41.51,42.3,Felsic to Intermediate Dykes,3
17897,42.3,54.04,Early Diorite,2
17897,54.04,56.08,Felsic to Intermediate Dykes,3
17897,56.08,57.79,Early Diorite,2
17897,57.79,61.99,Felsic to Intermediate Dykes,3
17898,0,7.01,Casing,1
17898,7.01,12.71,Intermediate to Ultramafic Volcanics,5
17898,12.71,14.78,Felsic to Intermediate Dykes,3
17898,14.78,21.51,Indifferenciated Tuffs,6
17898,21.51,22,Intermediate to Ultramafic Volcanics,5
17898,22,23.77,Indifferenciated Tuffs,6
17898,23.77,24.53,Intermediate to Ultramafic Volcanics,5
17898,24.53,28.74,Indifferenciated Tuffs,6
17898,28.74,29.35,Intermediate to Ultramafic Volcanics,5
17898,29.35,30.29,Indifferenciated Tuffs,6
17898,30.29,37.79,Early Diorite,2
17898,37.79,42.67,Felsic to Intermediate Dykes,3
17898,42.67,53.09,Intermediate to Ultramafic Volcanics,5
17898,53.09,68.27,Indifferenciated Tuffs,6
17898,68.27,77.66,Intermediate to Ultramafic Volcanics,5
17898,77.66,84,Felsic to Intermediate Dykes,3
17899,0,9.87,Casing,1
17899,9.87,10.27,Intermediate to Ultramafic Volcanics,5
17899,10.27,11.67,Indifferenciated Tuffs,6
17899,11.67,12.89,Felsic to Intermediate Dykes,3
17899,12.89,15.69,Intermediate to Ultramafic Volcanics,5
17899,15.69,17.43,Felsic to Intermediate Dykes,3
17899,17.43,26.21,Intermediate to Ultramafic Volcanics,5
17899,26.21,32.91,Intermediate to Ultramafic Volcanics,5
17899,32.91,38.86,Indifferenciated Tuffs,6
17899,38.86,40.32,Felsic to Intermediate Dykes,3
17899,40.32,41.42,Intermediate to Ultramafic Volcanics,5
17899,41.42,44.04,Indifferenciated Tuffs,6
17899,44.04,45.84,Intermediate to Ultramafic Volcanics,5
17899,45.84,46.45,Indifferenciated Tuffs,6
17899,46.45,46.69,Intermediate to Ultramafic Volcanics,5
17899,46.69,47.64,Indifferenciated Tuffs,6
17899,47.64,50.87,Felsic to Intermediate Dykes,3
17899,50.87,65.01,Indifferenciated Tuffs,6
17900,0,5.39,Casing,1
17900,5.39,14.87,Intermediate to Ultramafic Volcanics,5
17900,14.87,16.73,Indifferenciated Tuffs,6
17900,16.73,16.97,Intermediate to Ultramafic Volcanics,5
17900,16.97,17.92,Indifferenciated Tuffs,6
17900,17.92,19.23,Intermediate to Ultramafic Volcanics,5
17900,19.23,30.63,Indifferenciated Tuffs,6
17900,30.63,31.39,Early Diorite,2
17900,31.39,32.15,Intermediate to Ultramafic Volcanics,5
17900,32.15,32.49,Early Diorite,2
17900,32.49,32.94,Intermediate to Ultramafic Volcanics,5
17900,32.94,35.2,Indifferenciated Tuffs,6
17900,35.2,35.44,Intermediate to Ultramafic Volcanics,5
17900,35.44,36.48,Indifferenciated Tuffs,6
17900,36.48,36.97,Intermediate to Ultramafic Volcanics,5
17900,36.97,38.61,Early Diorite,2
17900,38.61,47.15,Indifferenciated Tuffs,6
17900,47.15,49.4,Diorite,2
17900,49.4,52.24,Indifferenciated Tuffs,6
17900,52.24,58.46,Intermediate to Ultramafic Volcanics,5
17900,58.46,60.13,Indifferenciated Tuffs,6
17900,60.13,61.99,Intermediate to Ultramafic Volcanics,5
17901,0,4.51,Casing,1
17901,4.51,17.52,Intermediate to Ultramafic Volcanics,5
17901,17.52,19.65,Indifferenciated Tuffs,6
17901,19.65,22.37,Intermediate to Ultramafic Volcanics,5
17901,22.37,22.73,Early Diorite,2
17901,22.73,24.14,Intermediate to Ultramafic Volcanics,5
17901,24.14,34.77,Early Diorite,2
17901,34.77,41.72,Indifferenciated Tuffs,6
17901,41.72,49.01,Early Diorite,2
17901,49.01,49.46,Indifferenciated Tuffs,6
17901,49.46,50.01,Intermediate to Ultramafic Volcanics,5
17901,50.01,52.27,Indifferenciated Tuffs,6
17901,52.27,53.43,Intermediate to Ultramafic Volcanics,5
17901,53.43,60.44,Felsic to Intermediate Dykes,3
17901,60.44,67.36,Intermediate to Ultramafic Volcanics,5
17901,67.36,77.99,Felsic to Intermediate Dykes,3
17902,0,7.16,Casing,1
17902,7.16,10.05,Intermediate to Ultramafic Volcanics,5
17902,10.05,12.46,Early Diorite,2
17902,12.46,12.67,Intermediate to Ultramafic Volcanics,5
17902,12.67,12.83,Early Diorite,2
17902,12.83,15.84,Intermediate to Ultramafic Volcanics,5
17902,15.84,16.36,Early Diorite,2
17902,16.36,16.55,Intermediate to Ultramafic Volcanics,5
17902,16.55,16.79,Early Diorite,2
17902,16.79,17.16,Intermediate to Ultramafic Volcanics,5
17902,17.16,18.07,Indifferenciated Tuffs,6
17902,18.07,18.37,Intermediate to Ultramafic Volcanics,5
17902,18.37,22.67,Early Diorite,2
17902,22.67,23.13,Intermediate to Ultramafic Volcanics,5
17902,23.13,23.98,Indifferenciated Tuffs,6
17902,23.98,26.54,Intermediate to Ultramafic Volcanics,5
17902,26.54,27.12,Intermediate to Ultramafic Volcanics,5
17902,27.12,33.43,Indifferenciated Tuffs,6
17902,33.43,35.14,Felsic to Intermediate Dykes,3
17902,35.14,40.81,Intermediate to Ultramafic Volcanics,5
17902,40.81,44.25,Early Diorite,2
17902,44.25,44.53,Intermediate to Ultramafic Volcanics,5
17902,44.53,45.01,Early Diorite,2
17902,45.01,45.96,Intermediate to Ultramafic Volcanics,5
17902,45.96,50.29,Felsic to Intermediate Dykes,3
17902,50.29,60.77,Early Diorite,2
17902,60.77,60.99,Intermediate to Ultramafic Volcanics,5
17920,0,11.36,Casing,1
17920,11.36,11.85,Intermediate to Ultramafic Volcanics,5
17920,11.85,36.42,Early Diorite,2
17920,36.42,38.1,Felsic to Intermediate Dykes,3
17920,38.1,42.7,Early Diorite,2
17920,42.7,43.58,Felsic to Intermediate Dykes,3
17920,43.58,45.68,Early Diorite,2
17920,45.68,45.93,Felsic to Intermediate Dykes,3
17920,45.93,47.7,Early Diorite,2
17920,47.7,48.64,Intermediate to Ultramafic Volcanics,5
17920,48.64,50.74,Felsic to Intermediate Dykes,3
17921,0,8.53,Casing,1
17921,8.53,18.44,Felsic to Intermediate Dykes,3
17921,18.44,43,Early Diorite,2
17921,43,52.48,No Litho,0
17922,0,9.84,Casing,1
17922,9.84,13.86,Intermediate to Ultramafic Volcanics,5
17922,13.86,16.12,Felsic to Intermediate Dykes,3
17922,16.12,17.76,Early Diorite,2
17922,17.76,42,Intermediate to Ultramafic Volcanics,5
17922,42,42.3,Felsic to Intermediate Dykes,3
17922,42.3,47.85,Intermediate to Ultramafic Volcanics,5
17922,47.85,49.74,Felsic to Intermediate Dykes,3
17922,49.74,50.29,Intermediate to Ultramafic Volcanics,5
17923,0,6.91,Casing,1
17923,6.91,10.36,Intermediate to Ultramafic Volcanics,5
17923,10.36,11.09,Felsic to Intermediate Dykes,3
17923,11.09,14.05,Intermediate to Ultramafic Volcanics,5
17923,14.05,17,Felsic to Intermediate Dykes,3
17923,17,41.84,Intermediate to Ultramafic Volcanics,5
17923,41.84,42.58,Felsic to Intermediate Dykes,3
17923,42.58,48.64,Intermediate to Ultramafic Volcanics,5
17923,48.64,55.99,Felsic to Intermediate Dykes,3
17924,0,11.09,Casing,1
17924,11.09,27.49,Intermediate to Ultramafic Volcanics,5
17924,27.49,28.71,Intermediate to Ultramafic Volcanics,5
17924,28.71,35.84,Intermediate to Ultramafic Volcanics,5
17924,35.84,43.34,Felsic to Intermediate Dykes,3
17924,43.34,61.44,Intermediate to Ultramafic Volcanics,5
17924,61.44,65.31,Intermediate to Ultramafic Volcanics,5
17924,65.31,69.67,Felsic to Intermediate Dykes,3
17924,69.67,71.38,Intermediate to Ultramafic Volcanics,5
17924,71.38,76.2,Intermediate to Ultramafic Volcanics,5
17924,76.2,77.51,Intermediate to Ultramafic Volcanics,5
17925,0,15.48,Casing,1
17925,15.48,24.44,Intermediate to Ultramafic Volcanics,5
17925,24.44,29.56,Felsic to Intermediate Dykes,3
17925,29.56,54.01,Intermediate to Ultramafic Volcanics,5
17925,54.01,54.89,Felsic to Intermediate Dykes,3
17925,54.89,55.71,Intermediate to Ultramafic Volcanics,5
17925,55.71,61.32,Felsic to Intermediate Dykes,3
17925,61.32,69.76,Intermediate to Ultramafic Volcanics,5
17925,69.76,71.56,Felsic to Intermediate Dykes,3
17925,71.56,71.99,Early Diorite,2
17925,71.99,72.96,Shear Zone,4
17925,72.96,78.97,Early Diorite,2
17925,78.97,82.5,Intermediate to Ultramafic Volcanics,5
17926,0,15.17,Casing,1
17926,15.17,16.91,Felsic to Intermediate Dykes,3
17926,16.91,33.83,Intermediate to Ultramafic Volcanics,5
17926,33.83,36.39,Felsic to Intermediate Dykes,3
17926,36.39,61.99,No Litho,0
17927,0,10.05,Casing,1
17927,10.05,11.27,Intermediate to Ultramafic Volcanics,5
17927,11.27,12.1,Intermediate to Ultramafic Volcanics,5
17927,12.1,16.52,Early Diorite,2
17927,16.52,29.16,Intermediate to Ultramafic Volcanics,5
17927,29.16,32.85,Felsic to Intermediate Dykes,3
17927,32.85,35.02,Intermediate to Ultramafic Volcanics,5
17927,35.02,48,Early Diorite,2
17928,0,10.05,Casing,1
17928,10.05,10.72,Early Diorite,2
17928,10.72,12.28,Felsic to Intermediate Dykes,3
17928,12.28,22.7,Early Diorite,2
17928,22.7,42.97,Intermediate to Ultramafic Volcanics,5
17928,42.97,46.51,Felsic to Intermediate Dykes,3
17928,46.51,47,Intermediate to Ultramafic Volcanics,5
17929,0,14.63,Casing,1
17929,14.63,65.98,Early Diorite,2
17930,0,4.72,Casing,1
17930,4.72,12.1,Felsic to Intermediate Dykes,3
17930,12.1,12.61,Intermediate to Ultramafic Volcanics,5
17930,12.61,22.82,Felsic to Intermediate Dykes,3
17930,22.82,28.37,Early Diorite,2
17930,28.37,33.34,Felsic to Intermediate Dykes,3
17930,33.34,35.69,Intermediate to Ultramafic Volcanics,5
17930,35.69,39.53,Felsic to Intermediate Dykes,3
17930,39.53,43.73,Shear Zone,4
17930,43.73,54.01,Intermediate to Ultramafic Volcanics,5
17931,0,9.84,Casing,1
17931,9.84,30.6,Early Diorite,2
17931,30.6,31.69,Intermediate to Ultramafic Volcanics,5
17931,31.69,49.07,Felsic to Intermediate Dykes,3
17932,0,8.29,Casing,1
